date,yield,species,region,size_range,dump_size,cooking_time,post_cook_temp
2019-09-19,0.123333459659232,Yellowfin,Indian ocean,>6,1886.99673033928,3.35803261703446,64.1832143856765
2019-11-21,0.440247897458765,Albacore,Indian ocean,1-3,2066.59781630998,2.17574330448215,63.3564940275996
2018-08-07,0.293605980125801,Yellowfin,Indian ocean,>6,2102.1444274671,2.31644887743671,64.8176551206463
2019-04-07,0.399519443819197,Albacore,Atlantic ocean,4-5,1789.18316127348,2.10897548869354,62.9936648222583
2018-05-08,0.425299946285901,Albacore,Pacific ocean,5-6,2080.05583558898,2.22837112111963,67.7290578089069
2019-04-28,0.508926994746616,Yellowfin,Pacific ocean,5-6,2151.64872229907,3.28285140134096,68.4344392605731
2019-06-14,0.624212675904851,Albacore,Pacific ocean,1-3,1919.57987234113,1.81020205794998,64.0949929379585
2019-11-02,0.57938853295676,Albacore,Atlantic ocean,3-4,1946.92821896784,1.98741284983093,64.1385560257099
2018-05-26,0.774265665149033,Yellowfin,Indian ocean,4-5,2133.35390681451,3.0742459524451,69.7674086806608
2018-12-24,0.73759213364852,Yellowfin,Atlantic ocean,4-5,1906.38812259603,2.98750578261678,68.4215383396289
2019-06-28,0.813756551080344,Yellowfin,Pacific ocean,1-3,2156.8313312646,3.07207875181517,70.2613663056992
2019-10-07,0.705268709226679,Albacore,Pacific ocean,5-6,1849.62864145469,1.91462295996394,67.269466445123
2018-09-14,1.03784003080258,Yellowfin,Pacific ocean,<1,1737.55077327393,2.32119604185759,69.684939709461
2019-01-28,0.624496647779628,Yellowfin,Atlantic ocean,>6,1815.39024496063,3.00075567423283,67.7994249550025
2018-11-11,0.160864349652463,Albacore,Atlantic ocean,<1,2331.43250982787,1.88882249345314,62.8919019630778
2019-06-09,0.942257600156602,Yellowfin,Indian ocean,1-3,2005.27426710399,3.00359122433469,69.3184284188745
2019-06-22,0.572445222744866,Albacore,Pacific ocean,>6,2054.4829377334,2.19349881612813,64.7535523328609
2018-03-18,0.365563809583751,Albacore,Atlantic ocean,4-5,1965.60530306461,1.88519956538556,61.2753006634695
2019-12-15,0.655143664983697,Albacore,Atlantic ocean,1-3,1846.40341370214,1.91896974730811,69.0736544978622
2018-02-09,0.797582755461041,Yellowfin,Indian ocean,4-5,2270.12555474943,3.02476499774851,71.5170776308205
2018-11-10,0.197215101029866,Yellowfin,Indian ocean,5-6,2185.64609689197,3.28385059883771,65.3383373964152
2018-07-24,0.529427863313404,Albacore,Pacific ocean,5-6,2137.36930070647,1.93360738790869,63.0541000762288
2018-05-31,1.0731476596432,Yellowfin,Atlantic ocean,3-4,1833.05794342865,3.51975334572347,70.9661396418511
2018-12-02,0.469072322248409,Albacore,Atlantic ocean,4-5,1982.58798775134,2.2630392871079,62.4317239607529
2019-07-24,0.479893848226831,Albacore,Indian ocean,>6,1949.08291721692,2.07714208020569,67.5646107122644
2018-11-03,0.814780896101231,Yellowfin,Pacific ocean,1-3,1716.2026385363,2.79572926212532,68.2096318224549
2019-02-01,0.0134156569940325,Albacore,Pacific ocean,>6,2079.12367598575,1.81963585924784,61.85049149229
2018-02-10,0.538786472456808,Yellowfin,Indian ocean,4-5,2184.67098744544,3.03551614902123,68.4280901866725
2018-03-04,0.546435224411918,Yellowfin,Atlantic ocean,1-3,2099.95476239319,2.7583014579413,67.4499903600587
2019-09-01,0.413176044334785,Yellowfin,Indian ocean,5-6,1879.67455811143,3.32367270002417,65.5640970034687
2018-11-24,0.548635919224431,Albacore,Indian ocean,4-5,2059.65921211211,2.51655955019708,62.0991122010102
2018-03-18,0.32173264848334,Albacore,Atlantic ocean,<1,2137.4452100167,1.72133350552733,65.2302132189229
2019-09-18,0.578493718426852,Albacore,Indian ocean,1-3,1853.84249905624,2.09624825077915,67.6692176193941
2018-07-20,0.521097824453729,Albacore,Pacific ocean,3-4,1782.87372632569,1.76011446935548,62.8783155311544
2019-04-22,0.915789299705664,Yellowfin,Atlantic ocean,>6,2246.47570016236,3.05949419074798,71.4719769055254
2019-12-31,0.70919863737053,Yellowfin,Pacific ocean,3-4,1979.95304692244,2.95852066044654,67.6827016400014
2019-03-02,0.601773368010434,Yellowfin,Pacific ocean,3-4,2224.27478929618,3.18200385944732,69.6417114846125
2018-03-17,0.76907138901728,Albacore,Pacific ocean,1-3,1497.24183803196,2.07786895069457,64.5594831991181
2019-08-29,0.320232930660889,Yellowfin,Indian ocean,3-4,1975.8421637632,3.08384110894449,65.8970522039039
2019-10-29,0.283865838132643,Albacore,Indian ocean,4-5,2116.76279950657,1.94296647882394,60.7188015478401
2019-03-15,0.367710683399374,Yellowfin,Atlantic ocean,4-5,2156.8564154433,3.46039770497289,66.9213280579543
2018-11-07,0.276046482954566,Albacore,Indian ocean,3-4,2125.33722534876,1.64672076251945,64.6268462070401
2019-06-18,0.409282378242794,Albacore,Pacific ocean,1-3,1960.60110182263,1.77236417496921,63.9357405505682
2019-03-14,0.210842695621887,Albacore,Indian ocean,<1,2424.39915638114,1.87749106959775,63.9013629578904
2019-08-31,0.456739014340171,Albacore,Pacific ocean,3-4,2072.41647485284,1.72676619206904,64.5122624728417
2018-09-03,1.06082226334948,Yellowfin,Pacific ocean,4-5,2136.41422532357,3.1700436376021,71.2171259099042
2018-08-21,0.519194387065539,Albacore,Indian ocean,4-5,2207.845661184,1.9434812961727,64.9385648253696
2018-12-22,0.407884851870593,Albacore,Atlantic ocean,>6,2001.86360418853,1.81756971959354,65.7470744126995
2018-10-14,0.291386027102561,Yellowfin,Pacific ocean,1-3,2332.71960571861,3.25681636669344,66.8091443823545
2018-08-26,0.267177807812979,Albacore,Indian ocean,>6,2270.72326849692,2.10618652559588,64.9260350162541
2019-07-03,0.163382100544553,Albacore,Indian ocean,5-6,2127.33711675836,2.17649892231716,61.8359011606711
2018-01-13,0.439657620409382,Albacore,Indian ocean,4-5,2005.80638300495,1.9889376567186,61.8901181180701
2019-08-24,0.0514560931244387,Yellowfin,Pacific ocean,3-4,2039.36343285525,3.11964280486665,64.7498285074801
2019-12-27,1.03745232358368,Yellowfin,Indian ocean,4-5,2024.63467504883,3.05779304140333,71.0750602354786
2018-07-06,0.513902076624626,Albacore,Indian ocean,<1,2219.73522800556,2.40624029248046,65.5118659169664
2019-11-15,0.510252092902496,Albacore,Indian ocean,4-5,2015.07671407266,2.17554020324507,66.4149657877723
2019-07-25,0.646674674283374,Albacore,Pacific ocean,>6,2032.45445999609,2.36008760987722,65.3304667508544
2018-09-03,0.889037357187947,Yellowfin,Indian ocean,<1,2339.45506695408,2.87237993594305,71.6238033907298
2019-04-25,0.446029587239529,Albacore,Indian ocean,<1,1990.96225411866,2.08753202354406,64.5572738933778
2018-06-18,0.13792573717598,Yellowfin,Indian ocean,>6,2065.25878500326,3.48994283011967,66.1257104312973
2019-06-21,0.814551995661488,Albacore,Atlantic ocean,4-5,1628.81143346958,2.20091457367349,64.9385051722203
2018-06-19,0.0764045778586661,Yellowfin,Pacific ocean,1-3,2162.02560620587,3.663145163875,65.2585400297736
2019-01-26,0.412826013142427,Albacore,Atlantic ocean,>6,2080.7102456706,1.7744554850346,63.2477139111058
2018-04-30,0.388035948693414,Yellowfin,Indian ocean,4-5,2107.82752183234,2.53557579306565,67.7615512457057
2018-10-15,0.706419777404265,Yellowfin,Atlantic ocean,4-5,2054.59557341057,3.3709198490342,70.0925463875972
2019-03-15,1.04786938152534,Yellowfin,Indian ocean,>6,1834.65862806665,2.40460408196843,70.0042400975321
2019-12-17,0.362270520337487,Albacore,Pacific ocean,>6,1926.27029768526,1.73455687345923,63.513990264268
2018-08-10,0.892030582196768,Yellowfin,Atlantic ocean,4-5,1704.34504430994,2.77950106347347,69.2948247968159
2019-12-27,0.5515812456548,Albacore,Indian ocean,<1,1873.83476658177,2.23912544740327,65.3102984176607
2018-08-13,0.671557646127669,Albacore,Pacific ocean,3-4,1784.22772424546,1.92179109369563,64.2799455040892
2019-05-04,0.295219087037082,Albacore,Indian ocean,>6,2086.42498045385,1.59890439029151,63.0295741420445
2018-07-23,0.801851080684463,Yellowfin,Atlantic ocean,4-5,1900.57979607729,3.19259345701705,69.0557043967624
2019-10-20,0.549155880805545,Yellowfin,Atlantic ocean,5-6,2286.89455506774,3.42376995837957,70.0252470423302
2018-07-24,0.648186027932863,Albacore,Atlantic ocean,<1,1746.86800479644,1.85337657793441,61.3343988645357
2019-02-16,0.456069903194264,Albacore,Atlantic ocean,3-4,2180.52801109154,1.52534951171222,66.1536944121274
2019-10-28,0.858052897596664,Yellowfin,Pacific ocean,3-4,1592.19519335915,2.6701239765485,69.0519234095849
2018-09-16,0.926305236449836,Yellowfin,Pacific ocean,>6,1868.96553701425,2.65538233077484,69.9485361754711
2018-07-08,0.615582106187029,Albacore,Pacific ocean,>6,2061.19044647018,1.91103452461288,66.2493389918907
2019-02-22,-0.153908715380898,Yellowfin,Atlantic ocean,>6,2258.47681641809,2.74720405976893,62.5875308437519
2019-06-05,0.788681668139573,Yellowfin,Atlantic ocean,1-3,2266.35402369795,2.94099566618499,69.980749662215
2019-11-30,0.164857935297199,Albacore,Atlantic ocean,5-6,2219.74994606739,1.6568851306585,60.3794436067745
2019-07-15,0.554338232841434,Yellowfin,Atlantic ocean,1-3,1926.0154229842,3.58654662161453,66.5422402902641
2018-02-23,0.252211479088874,Albacore,Pacific ocean,3-4,2299.55732792793,1.86964272901988,59.054441086921
2018-12-16,0.392573027962933,Albacore,Atlantic ocean,>6,2197.07280900763,2.30931927838232,65.5749937547495
2019-10-14,0.870813635267933,Yellowfin,Pacific ocean,4-5,2117.6686638532,2.71493818046973,69.3137013492162
2018-12-17,0.613228803729648,Yellowfin,Pacific ocean,4-5,2127.83009268301,3.07495517870128,68.6800596255577
2018-09-24,0.375288234024479,Albacore,Atlantic ocean,4-5,2094.56677348939,1.88168197400792,61.2769588115429
2018-09-08,0.464021853429653,Albacore,Indian ocean,>6,2020.86540486533,2.19795237598033,67.0274829264688
2019-03-14,0.261865579623321,Albacore,Atlantic ocean,5-6,2108.02055131065,1.7889129386993,63.8161991917407
2018-01-30,0.0509662352148044,Yellowfin,Indian ocean,<1,2423.10521685026,3.32218743016354,65.7799867509481
2018-12-27,0.589518526374185,Yellowfin,Atlantic ocean,>6,1784.42544016461,2.90077657781096,67.6632332688395
2019-09-17,0.558648680366811,Yellowfin,Indian ocean,4-5,2209.51568630045,2.8668457987865,67.7910049693135
2019-08-23,0.921872932435119,Yellowfin,Atlantic ocean,4-5,2003.54648798885,2.59100302339994,70.5610673606621
2019-04-24,0.811712381220127,Yellowfin,Atlantic ocean,5-6,1743.86859552059,2.47574601170022,66.6715869508891
2019-04-26,0.515326358404785,Albacore,Atlantic ocean,3-4,1757.65544413009,1.93927651921768,62.695357245859
2018-11-27,0.732401455611316,Yellowfin,Atlantic ocean,>6,2018.75968951519,3.24646510762506,70.4730490211743
2019-06-04,0.324691859459696,Yellowfin,Pacific ocean,3-4,1814.31964708974,2.71974850199818,65.3238374703077
2019-12-21,0.472777827078983,Albacore,Pacific ocean,>6,2360.65516234442,1.99558685914771,65.7848248206826
2018-07-02,0.8386631899292,Yellowfin,Atlantic ocean,>6,1958.54590235224,2.89057780484236,69.2389852754219
2018-12-27,0.527104978063369,Albacore,Atlantic ocean,3-4,1866.38727390885,2.10297209266227,65.9705553198593
2018-12-28,0.861197978305443,Yellowfin,Atlantic ocean,4-5,2367.78936423957,2.85453210283392,71.5797244829761
2019-07-09,0.360590116434548,Yellowfin,Indian ocean,4-5,2160.68502169481,3.12979348466294,66.9276354887909
2018-03-27,0.487376613169871,Albacore,Indian ocean,<1,1946.51505280282,1.7543140443962,64.3857381283377
2019-08-30,0.214853150050988,Yellowfin,Atlantic ocean,>6,2202.48140493751,2.97829313872218,65.1893208787338
2019-03-22,0.377974169915465,Albacore,Pacific ocean,>6,2237.3775266548,1.95195196941123,62.5016943977794
2018-08-24,0.646216293804106,Yellowfin,Pacific ocean,1-3,1972.94048894012,2.96805258950874,67.8439656806466
2018-09-17,0.474001169726257,Albacore,Indian ocean,3-4,1808.4106855188,1.74437936675688,60.8239114737169
2019-12-29,0.311016455535659,Albacore,Indian ocean,4-5,2249.24471530577,1.92266540391988,63.9168928161269
2018-04-30,0.640226685916707,Albacore,Atlantic ocean,4-5,2215.1601375762,2.42258645070057,66.032855971153
2018-12-03,1.03952412638216,Yellowfin,Atlantic ocean,3-4,2163.00614942313,2.87605069330233,71.9567378989369
2019-11-02,0.541453679226029,Yellowfin,Pacific ocean,1-3,2417.89729968832,3.13697095974524,69.4320771126498
2018-08-10,0.374712559504746,Albacore,Atlantic ocean,1-3,1950.06989660297,2.10455909499535,63.3978249094214
2018-02-15,0.62705149834758,Yellowfin,Atlantic ocean,5-6,2161.14534562927,3.34427399935684,69.6990577119862
2019-12-18,0.39028041781892,Albacore,Pacific ocean,1-3,2213.75576541537,2.24630033231784,61.3999368403978
2018-11-16,0.637105206306942,Yellowfin,Indian ocean,<1,2026.80425814948,2.79296247769941,67.2565392223311
2018-04-09,0.263843826106918,Albacore,Atlantic ocean,5-6,2000.61293994709,1.53735819497218,65.3439501433779
2018-06-27,0.531919131524123,Albacore,Pacific ocean,1-3,1883.10976420769,1.96848899412226,64.3640987075383
2019-09-15,0.376359641593229,Albacore,Atlantic ocean,5-6,2199.80886903222,1.57895830728582,70.3176704918984
2019-02-02,0.510052198545876,Albacore,Atlantic ocean,<1,2040.18389306658,1.94483186227963,63.6369753394137
2019-09-17,0.920037983649716,Yellowfin,Indian ocean,1-3,1749.92424941607,3.01492563439149,68.236703656792
2019-05-21,0.550913067632572,Yellowfin,Atlantic ocean,>6,2101.03546577412,2.7988427683466,67.6341912600071
2018-10-17,0.504049503816184,Albacore,Indian ocean,1-3,2144.06264514727,1.99827517998697,66.2395619881195
2018-08-24,0.649434844944357,Yellowfin,Pacific ocean,1-3,2143.39513418731,3.4403936939845,69.4677157011866
2018-05-18,0.504252163736174,Albacore,Pacific ocean,5-6,2043.25806155222,2.35346855709895,64.0376053217911
2018-06-28,0.54202096011284,Albacore,Atlantic ocean,>6,2109.49218956596,1.98343633035308,64.6501748817473
2018-05-26,0.905472883516579,Yellowfin,Indian ocean,4-5,1621.70004099579,3.07829055356539,69.6920002962047
2018-09-07,0.696227865396141,Yellowfin,Pacific ocean,5-6,2120.2193488821,2.88143490890267,68.9091619468382
2019-03-24,0.334490976320466,Albacore,Pacific ocean,5-6,2136.34104083034,1.74907598121129,64.406081126167
2018-02-22,0.574935533804612,Albacore,Atlantic ocean,>6,1895.93204373315,2.03681410705717,66.0338396371365
2018-01-07,0.790651892886994,Albacore,Atlantic ocean,<1,1606.10557965943,2.04808142056265,65.8806313636228
2019-08-27,0.350790434044063,Albacore,Indian ocean,4-5,1924.00213735964,2.06035820071861,62.5465771338512
2018-10-29,0.100109838446049,Yellowfin,Atlantic ocean,5-6,2085.39632492092,2.29999126955005,64.1252413645601
2019-06-02,0.49120197779377,Yellowfin,Pacific ocean,1-3,2241.53109437777,3.08901648132154,68.6147070012204
2019-08-24,0.405315538682848,Yellowfin,Indian ocean,>6,1917.35231800384,2.75709356860603,66.356697822099
2018-07-15,0.490518410961574,Albacore,Pacific ocean,3-4,2280.15940562674,2.17831646321013,67.076831671733
2019-03-27,0.310812065977727,Yellowfin,Atlantic ocean,>6,2080.07402207535,3.2754043035812,63.6634032932155
2019-03-20,0.552332346042867,Albacore,Indian ocean,5-6,2002.65560576187,2.24953774026165,64.5764766894867
2018-10-30,0.297630272978461,Albacore,Indian ocean,>6,1990.17517030621,1.66134865225072,61.516183618224
